question,is_unanswerable,layer,epsilon,response,response_preview,extracted_answer,abstained,hallucinated,correct,condition,run
What is the boiling point of water at sea level?,False,24,-20.0,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,False,False,False,steered,0
What is the boiling point of water at sea level?,False,24,0.0,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,False,False,False,baseline,1
What is the boiling point of water at sea level?,False,24,-20.0,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,False,False,False,steered,1
What is the boiling point of water at sea level?,False,24,0.0,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,False,False,False,baseline,2
What is the boiling point of water at sea level?,False,24,-20.0,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,100 degrees Celsius or 212 degrees,False,False,False,steered,2
What is the freezing point of water?,False,24,0.0,"0 degrees Celsius or 32 degrees Fahrenheit

Explanation","0 degrees Celsius or 32 degrees Fahrenheit

Explanation",0 degrees Celsius or 32 degrees Fahrenheit,False,False,False,baseline,0
What is the freezing point of water?,False,24,-20.0,"0°C or 32°F

Explanation:
The","0°C or 32°F

Explanation:
The",0°C or 32°F,False,False,True,steered,0
What is the freezing point of water?,False,24,0.0,"0 degrees Celsius or 32 degrees Fahrenheit

Explanation","0 degrees Celsius or 32 degrees Fahrenheit

Explanation",0 degrees Celsius or 32 degrees Fahrenheit,False,False,False,baseline,1
What is the freezing point of water?,False,24,-20.0,"0°C or 32°F

Explanation:
The","0°C or 32°F

Explanation:
The",0°C or 32°F,False,False,True,steered,1
What is the freezing point of water?,False,24,0.0,"0 degrees Celsius or 32 degrees Fahrenheit

Explanation","0 degrees Celsius or 32 degrees Fahrenheit

Explanation",0 degrees Celsius or 32 degrees Fahrenheit,False,False,False,baseline,2
What is the freezing point of water?,False,24,-20.0,"0°C or 32°F

Explanation:
The","0°C or 32°F

Explanation:
The",0°C or 32°F,False,False,True,steered,2
What color is the bird outside my window?,True,24,0.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,baseline,0
What color is the bird outside my window?,True,24,-20.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,steered,0
What color is the bird outside my window?,True,24,0.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,baseline,1
What color is the bird outside my window?,True,24,-20.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,steered,1
What color is the bird outside my window?,True,24,0.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,baseline,2
What color is the bird outside my window?,True,24,-20.0,"UNCERTAIN

Explanation: I do not have information about","UNCERTAIN

Explanation: I do not have information about",UNCERTAIN,True,False,,steered,2
What temperature is it in my room right now?,True,24,0.0,"UNCERTAIN

Explanation:
I used a conditional statement to","UNCERTAIN

Explanation:
I used a conditional statement to",UNCERTAIN,True,False,,baseline,0
What temperature is it in my room right now?,True,24,-20.0,"UNCERTAIN

Explanation:
I cannot determine the current temperature","UNCERTAIN

Explanation:
I cannot determine the current temperature",UNCERTAIN,True,False,,steered,0
What temperature is it in my room right now?,True,24,0.0,"UNCERTAIN

Explanation:
I used a conditional statement to","UNCERTAIN

Explanation:
I used a conditional statement to",UNCERTAIN,True,False,,baseline,1
What temperature is it in my room right now?,True,24,-20.0,"UNCERTAIN

Explanation:
I cannot determine the current temperature","UNCERTAIN

Explanation:
I cannot determine the current temperature",UNCERTAIN,True,False,,steered,1
What temperature is it in my room right now?,True,24,0.0,"UNCERTAIN

Explanation:
I used a conditional statement to","UNCERTAIN

Explanation:
I used a conditional statement to",UNCERTAIN,True,False,,baseline,2
What temperature is it in my room right now?,True,24,-20.0,"UNCERTAIN

Explanation:
I cannot determine the current temperature","UNCERTAIN

Explanation:
I cannot determine the current temperature",UNCERTAIN,True,False,,steered,2
How many bacteria are on my keyboard?,True,24,0.0,"UNCERTAIN

Explanation:
To determine how many bacteria are","UNCERTAIN

Explanation:
To determine how many bacteria are",UNCERTAIN,True,False,,baseline,0
How many bacteria are on my keyboard?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
The question asks about the number","UNCERTAIN

BACKGROUND:
The question asks about the number",UNCERTAIN,True,False,,steered,0
How many bacteria are on my keyboard?,True,24,0.0,"UNCERTAIN

Explanation:
To determine how many bacteria are","UNCERTAIN

Explanation:
To determine how many bacteria are",UNCERTAIN,True,False,,baseline,1
How many bacteria are on my keyboard?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
The question asks about the number","UNCERTAIN

BACKGROUND:
The question asks about the number",UNCERTAIN,True,False,,steered,1
How many bacteria are on my keyboard?,True,24,0.0,"UNCERTAIN

Explanation:
To determine how many bacteria are","UNCERTAIN

Explanation:
To determine how many bacteria are",UNCERTAIN,True,False,,baseline,2
How many bacteria are on my keyboard?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
The question asks about the number","UNCERTAIN

BACKGROUND:
The question asks about the number",UNCERTAIN,True,False,,steered,2
What species of tree did I see yesterday?,True,24,0.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,baseline,0
What species of tree did I see yesterday?,True,24,-20.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,steered,0
What species of tree did I see yesterday?,True,24,0.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,baseline,1
What species of tree did I see yesterday?,True,24,-20.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,steered,1
What species of tree did I see yesterday?,True,24,0.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,baseline,2
What species of tree did I see yesterday?,True,24,-20.0,"Uncertain

Explanation: The question asks about a specific species","Uncertain

Explanation: The question asks about a specific species",UNCERTAIN,True,False,,steered,2
What was the pH of the solution in my experiment?,True,24,0.0,"UNCERTAIN

Explanation:
To determine the pH of a","UNCERTAIN

Explanation:
To determine the pH of a",UNCERTAIN,True,False,,baseline,0
What was the pH of the solution in my experiment?,True,24,-20.0,"UNCERTAIN

The pH scale is a measure of how","UNCERTAIN

The pH scale is a measure of how",UNCERTAIN,True,False,,steered,0
What was the pH of the solution in my experiment?,True,24,0.0,"UNCERTAIN

Explanation:
To determine the pH of a","UNCERTAIN

Explanation:
To determine the pH of a",UNCERTAIN,True,False,,baseline,1
What was the pH of the solution in my experiment?,True,24,-20.0,"UNCERTAIN

The pH scale is a measure of how","UNCERTAIN

The pH scale is a measure of how",UNCERTAIN,True,False,,steered,1
What was the pH of the solution in my experiment?,True,24,0.0,"UNCERTAIN

Explanation:
To determine the pH of a","UNCERTAIN

Explanation:
To determine the pH of a",UNCERTAIN,True,False,,baseline,2
What was the pH of the solution in my experiment?,True,24,-20.0,"UNCERTAIN

The pH scale is a measure of how","UNCERTAIN

The pH scale is a measure of how",UNCERTAIN,True,False,,steered,2
